Alias_Name,GameCount,Standardized_Name
Minneapolis Edison (MN),467,Minneapolis Edison (MN)
Minneapolis Henry (MN),414,Minneapolis Henry (MN)
Minneapolis Henry Fair (MN),13,Minneapolis Henry-FAIR Downtown (MN)
Minneapolis Henry-FAIR Downtown (MN),8,Minneapolis Henry-FAIR Downtown (MN)
Minneapolis Marshall University High (MN),79,Minneapolis Marshall University High (MN)
Minneapolis Marshall-University High (MN),2,Minneapolis Marshall University High (MN)
Minneapolis North (MN),505,Minneapolis North (MN)
Minneapolis Roosevelt (MN),483,Minneapolis Roosevelt (MN)
Minneapolis South (MN),458,Minneapolis South (MN)
Minneapolis Southwest (MN),479,Minneapolis Southwest (MN)
Minneapolis Saint Anthony Village (MN),455,Minneapolis St. Anthony Village (MN)
Minneapolis St. Anthony (MN),17,Minneapolis St. Anthony Village (MN)
Minneapolis Washburn (MN),519,Minneapolis Washburn (MN)
Minneapolis West (MN),125,Minneapolis West (MN)
Minnehaha Academy (MN),346,Minnehaha Academy (MN)
Minneota (MN),536,Minneota (MN)
Minnesota Lake (MN),111,Minnesota Lake (MN)
Minnesota for the Deaf (MN),1,Minnesota School for the Deaf (MN)
Minnesota School for the Deaf (MN),259,Minnesota School for the Deaf (MN)
Minnetonka (MN),619,Minnetonka (MN)
Minnetonka Hopkins (MN),483,Minnetonka Hopkins (MN)
Montevideo (MN),501,Montevideo (MN)
Montgomery Tri City (MN),19,Montgomery Tri-City United [Montgomery-Lonsdale-Le Center] (MN)
Montgomery Tri-City United (MN),1,Montgomery Tri-City United [Montgomery-Lonsdale-Le Center] (MN)
Montgomery Tri-City United [Montgomery-Lonsdale-Le Center] (MN),5,Montgomery Tri-City United [Montgomery-Lonsdale-Le Center] (MN)
Montgomery-Lonsdale (MN),267,Montgomery-Lonsdale (MN)
Monticello (MN),511,Monticello (MN)
Moorhead (MN),699,Moorhead (MN)
Moose Lake (MN),96,Moose Lake (MN)
Moose Lake Moose Lake (MN),20,Moose Lake (MN)
Moose Lake-Willow River (MN),379,Moose Lake-Willow River (MN)
Moose River-Willow River (MN),1,Moose Lake-Willow River (MN)
Mora (MN),522,Mora (MN)
Morgan Cedar Mountain-Comfrey (MN),176,Morgan Cedar Mountain-Comfrey (MN)
Morris (MN),334,Morris (MN)
Morris Area-Chokio-Alberta (MN),142,Morris Area-Chokio-Alberta (MN)
Morristown (MN),164,Morristown (MN)
Motley (MN),122,Motley (MN)
Mound Westonka (MN),14,Mound-Westonka (MN)
Mound-Westonka (MN),467,Mound-Westonka (MN)
Mound Westonka Christian (MN),9,Mound-Westonka-Southwest Christian (MN)
Mound-Westonka-Southwest Christian (MN),33,Mound-Westonka-Southwest Christian (MN)
Mountain Iron (MN),103,Mountain Iron (MN)
Mountain Iron Mountain Iron (MN),19,Mountain Iron (MN)
Mountain Iron Mt. Iron-Buh (MN),1,Mountain Iron-Buhl (MN)
Mountain Iron-Buhl (MN),351,Mountain Iron-Buhl (MN)
